Timestamp,Jenis Error,Pesan Error,User ID,Versi Aplikasi,Lokasi,Platform,Severity Level,Browser/User Agent,Sistem Operasi,Response Time (ms),Network Latency (ms),CPU Usage (%)
2024-01-01 17:52:25,Connection Error,I/O error occurred,user69,v2.0,Bandung,Android,Fatal,Firefox 108,macOS 13,3058,160,18
2024-01-01 18:37:07,Connection Error,Timeout while processing request,user81,v1.1,Makassar,Web,Debug,Safari 16,macOS 13,2293,23,59
2024-01-01 19:21:48,Timeout Exception,Resource not found,user37,v1.0,Medan,Web,Debug,Safari 16,Windows 10,3639,18,51
2024-01-01 20:06:29,Connection Error,Invalid input format,user1,v1.0,Medan,Android,Debug,Chrome 110,macOS 13,4035,32,21
2024-01-01 20:51:10,ResourceNotFoundException,Resource not found,user35,v1.0,Bandung,Web,Warning,Firefox 108,macOS 13,290,140,87
2024-01-01 21:35:51,InvalidInputException,Resource not found,user98,v2.0,Bandung,Android,Error,Edge 109,Windows 10,2013,113,34
2024-01-01 22:20:32,InvalidInputException,Resource not found,user10,v2.0,Jakarta,Android,Info,Safari 16,Android 13,659,141,83
2024-01-01 23:05:13,IOException,Null pointer access,user27,v2.0,Medan,Web,Error,Safari 16,iOS 16,1132,47,51
2024-01-01 23:49:54,NullPointerException,I/O error occurred,user15,v1.0,Bandung,Android,Debug,Chrome 110,iOS 16,945,95,35
2024-01-02 00:34:35,Connection Error,Failed to connect to database,user91,v1.1,Medan,Android,Warning,Chrome 110,Windows 10,1788,61,76
2024-01-02 01:19:16,Connection Error,I/O error occurred,user25,v1.0,Makassar,iOS,Warning,Chrome 110,macOS 13,4574,125,74
2024-01-02 02:03:57,Connection Error,I/O error occurred,user15,v1.2,Makassar,Android,Debug,Chrome 110,macOS 13,3159,107,16
2024-01-02 02:48:38,Connection Error,Failed to connect to database,user93,v1.0,Bandung,Android,Warning,Safari 16,macOS 13,4091,92,51
2024-01-02 03:33:20,InvalidInputException,Invalid input format,user3,v1.2,Makassar,iOS,Info,Safari 16,macOS 13,1442,131,76
2024-01-02 04:18:01,Timeout Exception,I/O error occurred,user54,v1.2,Jakarta,Web,Info,Firefox 108,macOS 13,3616,23,11
2024-01-02 05:02:42,Connection Error,Timeout while processing request,user87,v1.0,Bandung,iOS,Info,Safari 16,Windows 10,4880,44,41
2024-01-02 05:47:23,InvalidInputException,Failed to connect to database,user34,v1.2,Medan,Android,Fatal,Firefox 108,Android 13,1879,195,27
2024-01-02 06:32:04,NullPointerException,Invalid input format,user67,v1.1,Medan,Android,Error,Safari 16,Windows 10,2421,135,91
2024-01-02 07:16:45,InvalidInputException,Resource not found,user91,v1.0,Surabaya,iOS,Fatal,Firefox 108,iOS 16,3831,50,52
2024-01-02 08:01:26,Connection Error,Invalid input format,user72,v2.0,Surabaya,iOS,Error,Firefox 108,iOS 16,1830,151,90
2024-01-02 08:46:07,Connection Error,Null pointer access,user12,v1.2,Makassar,Android,Critical,Firefox 108,Windows 10,2074,72,74
2024-01-02 09:30:48,ResourceNotFoundException,Invalid input format,user47,v1.1,Bandung,iOS,Info,Safari 16,Linux,597,104,46
2024-01-02 10:15:29,Connection Error,Invalid input format,user48,v2.0,Makassar,Android,Debug,Safari 16,Android 13,2792,32,14
2024-01-02 11:00:10,Connection Error,Invalid input format,user88,v2.0,Medan,Web,Fatal,Chrome 110,iOS 16,4743,133,50
2024-01-02 11:44:51,ResourceNotFoundException,Timeout while processing request,user54,v1.0,Medan,Android,Error,Firefox 108,Windows 10,689,164,13
2024-01-02 12:29:32,NullPointerException,Resource not found,user2,v1.0,Surabaya,Web,Warning,Chrome 110,macOS 13,2736,37,57
2024-01-02 13:14:14,ResourceNotFoundException,Timeout while processing request,user14,v1.1,Bandung,iOS,Info,Chrome 110,Windows 10,3196,47,39
2024-01-02 13:58:55,InvalidInputException,Resource not found,user33,v1.1,Jakarta,Android,Critical,Chrome 110,Linux,601,59,42
2024-01-02 14:43:36,Connection Error,Failed to connect to database,user77,v1.0,Surabaya,Android,Info,Chrome 110,Android 13,3947,70,16
2024-01-02 15:28:17,NullPointerException,I/O error occurred,user86,v1.0,Makassar,Web,Critical,Chrome 110,macOS 13,325,146,23
2024-01-02 16:12:58,NullPointerException,Invalid input format,user18,v2.0,Makassar,Web,Info,Firefox 108,macOS 13,2834,14,59
2024-01-02 16:57:39,Connection Error,Timeout while processing request,user69,v1.0,Jakarta,iOS,Info,Safari 16,macOS 13,1265,112,55
2024-01-02 17:42:20,NullPointerException,I/O error occurred,user75,v2.0,Medan,Web,Info,Safari 16,Windows 10,3979,189,56
2024-01-02 18:27:01,ResourceNotFoundException,Resource not found,user37,v1.1,Jakarta,Android,Fatal,Chrome 110,Windows 10,4876,38,86
2024-01-02 19:11:42,Connection Error,I/O error occurred,user62,v1.1,Bandung,Android,Warning,Firefox 108,macOS 13,532,147,75
2024-01-02 19:56:23,InvalidInputException,I/O error occurred,user5,v2.0,Makassar,Android,Debug,Chrome 110,Android 13,4069,199,73
2024-01-02 20:41:04,Connection Error,Null pointer access,user87,v1.0,Jakarta,iOS,Error,Chrome 110,Windows 10,413,128,77
2024-01-02 21:25:45,Connection Error,Resource not found,user47,v2.0,Makassar,Web,Debug,Chrome 110,iOS 16,4114,169,57
2024-01-02 22:10:27,NullPointerException,I/O error occurred,user38,v1.2,Medan,iOS,Warning,Firefox 108,macOS 13,372,101,20
2024-01-02 22:55:08,ResourceNotFoundException,Invalid input format,user55,v2.0,Makassar,iOS,Warning,Edge 109,Windows 10,3292,90,68
2024-01-02 23:39:49,Connection Error,Failed to connect to database,user89,v1.2,Surabaya,Android,Info,Edge 109,Windows 10,2254,116,47
2024-01-03 00:24:30,Connection Error,I/O error occurred,user10,v2.0,Jakarta,iOS,Debug,Chrome 110,iOS 16,899,158,85
2024-01-03 01:09:11,NullPointerException,Failed to connect to database,user11,v2.0,Surabaya,Web,Debug,Chrome 110,iOS 16,2017,74,65
2024-01-03 01:53:52,Connection Error,I/O error occurred,user22,v1.2,Jakarta,Android,Info,Safari 16,macOS 13,3766,173,63
2024-01-03 02:38:33,ResourceNotFoundException,Failed to connect to database,user10,v2.0,Surabaya,Android,Info,Chrome 110,Android 13,1334,182,53
2024-01-03 03:23:14,Connection Error,Failed to connect to database,user71,v2.0,Bandung,iOS,Debug,Firefox 108,Windows 10,4584,193,28
2024-01-03 04:07:55,NullPointerException,Resource not found,user6,v1.0,Makassar,iOS,Critical,Firefox 108,Android 13,3907,20,10
2024-01-03 04:52:36,NullPointerException,Null pointer access,user25,v2.0,Jakarta,Web,Critical,Safari 16,Android 13,1340,134,81
2024-01-03 05:37:17,Connection Error,I/O error occurred,user12,v1.1,Makassar,iOS,Critical,Chrome 110,Linux,4644,43,56
2024-01-03 06:21:58,ResourceNotFoundException,Resource not found,user5,v2.0,Surabaya,Android,Debug,Chrome 110,Android 13,1728,73,29
2024-01-03 07:06:40,Connection Error,Null pointer access,user39,v1.1,Jakarta,iOS,Critical,Safari 16,Android 13,4423,31,68
2024-01-03 07:51:21,NullPointerException,Failed to connect to database,user21,v1.2,Makassar,iOS,Fatal,Chrome 110,Android 13,529,84,33
2024-01-03 08:36:02,InvalidInputException,Invalid input format,user54,v1.2,Surabaya,Android,Error,Edge 109,Windows 10,2134,157,27
2024-01-03 09:20:43,InvalidInputException,Null pointer access,user33,v1.1,Bandung,iOS,Critical,Chrome 110,macOS 13,2565,135,83
2024-01-03 10:05:24,ResourceNotFoundException,Invalid input format,user86,v1.2,Medan,Android,Warning,Chrome 110,Android 13,710,62,52
2024-01-03 10:50:05,Connection Error,Null pointer access,user35,v1.0,Medan,iOS,Error,Firefox 108,iOS 16,4166,60,37
2024-01-03 11:34:46,NullPointerException,Timeout while processing request,user11,v1.0,Medan,Web,Error,Chrome 110,iOS 16,1745,17,38
2024-01-03 12:19:27,Connection Error,Invalid input format,user65,v1.1,Makassar,Web,Debug,Edge 109,Android 13,3752,106,56
2024-01-03 13:04:08,Timeout Exception,Failed to connect to database,user54,v1.0,Jakarta,Web,Critical,Safari 16,Android 13,3588,41,30
2024-01-03 13:48:49,Connection Error,Null pointer access,user34,v1.1,Bandung,iOS,Debug,Safari 16,Android 13,225,63,52
2024-01-03 14:33:30,NullPointerException,Failed to connect to database,user4,v1.2,Makassar,iOS,Debug,Edge 109,Windows 10,2319,10,26
2024-01-03 15:18:11,ResourceNotFoundException,Invalid input format,user72,v1.1,Medan,Android,Info,Firefox 108,iOS 16,249,129,97
2024-01-03 16:02:52,ResourceNotFoundException,Resource not found,user12,v1.0,Surabaya,iOS,Warning,Firefox 108,Linux,3901,125,51
2024-01-03 16:47:34,NullPointerException,I/O error occurred,user81,v1.1,Makassar,Android,Error,Firefox 108,iOS 16,298,31,61
2024-01-03 17:32:15,Timeout Exception,Resource not found,user10,v1.1,Jakarta,Web,Info,Firefox 108,Windows 10,4470,119,42
2024-01-03 18:16:56,NullPointerException,Null pointer access,user51,v2.0,Makassar,Android,Error,Firefox 108,Windows 10,3567,193,49
2024-01-03 19:01:37,NullPointerException,I/O error occurred,user87,v1.0,Jakarta,iOS,Fatal,Chrome 110,Windows 10,2432,195,31
2024-01-03 19:46:18,Connection Error,I/O error occurred,user9,v1.0,Jakarta,iOS,Fatal,Chrome 110,iOS 16,2910,114,80
2024-01-03 20:30:59,ResourceNotFoundException,Resource not found,user18,v1.2,Jakarta,Android,Warning,Edge 109,macOS 13,1345,116,58
2024-01-03 21:15:40,NullPointerException,Resource not found,user28,v1.1,Makassar,Web,Error,Edge 109,macOS 13,904,171,90
2024-01-03 22:00:21,NullPointerException,Invalid input format,user97,v1.0,Makassar,Web,Warning,Safari 16,macOS 13,2713,45,47
2024-01-03 22:45:02,ResourceNotFoundException,Invalid input format,user26,v1.2,Bandung,Android,Fatal,Edge 109,Android 13,2608,68,76
2024-01-03 23:29:43,NullPointerException,Failed to connect to database,user79,v1.0,Surabaya,iOS,Critical,Firefox 108,Android 13,2537,85,61
2024-01-04 00:14:24,Connection Error,Timeout while processing request,user30,v2.0,Makassar,iOS,Critical,Safari 16,Windows 10,3800,175,24
2024-01-04 00:59:05,ResourceNotFoundException,I/O error occurred,user45,v1.0,Makassar,Android,Error,Edge 109,Windows 10,4096,170,84
2024-01-04 01:43:47,NullPointerException,Invalid input format,user86,v1.2,Bandung,Web,Debug,Safari 16,Windows 10,4436,160,77
2024-01-04 02:28:28,InvalidInputException,Invalid input format,user33,v1.2,Surabaya,Web,Warning,Firefox 108,macOS 13,4850,22,99
2024-01-04 03:13:09,Timeout Exception,I/O error occurred,user81,v1.1,Bandung,Android,Debug,Firefox 108,Android 13,4310,148,15
2024-01-04 03:57:50,Connection Error,Timeout while processing request,user84,v1.1,Surabaya,iOS,Debug,Firefox 108,macOS 13,2287,159,66
2024-01-04 04:42:31,InvalidInputException,Null pointer access,user35,v1.2,Medan,Web,Debug,Chrome 110,iOS 16,1949,150,45
2024-01-04 05:27:12,NullPointerException,I/O error occurred,user37,v1.1,Medan,Android,Debug,Safari 16,macOS 13,2287,43,35
2024-01-04 06:11:53,NullPointerException,Null pointer access,user34,v2.0,Surabaya,Web,Info,Chrome 110,iOS 16,4685,30,94
2024-01-04 06:56:34,Connection Error,Null pointer access,user6,v1.2,Makassar,iOS,Error,Edge 109,Windows 10,4484,178,26
2024-01-04 07:41:15,Connection Error,Resource not found,user59,v1.0,Jakarta,Android,Warning,Firefox 108,macOS 13,982,98,44
2024-01-04 08:25:56,Timeout Exception,Resource not found,user4,v2.0,Makassar,Web,Info,Chrome 110,Windows 10,1357,158,48
2024-01-04 09:10:37,NullPointerException,Invalid input format,user1,v2.0,Jakarta,Android,Debug,Firefox 108,iOS 16,3380,97,81
2024-01-04 09:55:18,NullPointerException,Timeout while processing request,user20,v1.1,Surabaya,Android,Error,Firefox 108,Windows 10,4966,113,74
2024-01-04 10:40:00,NullPointerException,Failed to connect to database,user89,v1.2,Jakarta,Android,Warning,Firefox 108,Android 13,784,196,77
2024-01-04 11:24:41,NullPointerException,Null pointer access,user2,v1.2,Jakarta,Android,Warning,Firefox 108,Windows 10,627,64,91
2024-01-04 12:09:22,InvalidInputException,Resource not found,user5,v1.1,Surabaya,iOS,Debug,Chrome 110,Android 13,4325,128,39
2024-01-04 12:54:03,NullPointerException,Resource not found,user73,v1.0,Jakarta,Android,Debug,Safari 16,macOS 13,4867,92,57
2024-01-04 13:38:44,InvalidInputException,Timeout while processing request,user94,v1.0,Surabaya,Web,Info,Firefox 108,macOS 13,1998,101,48
2024-01-04 14:23:25,Connection Error,Timeout while processing request,user11,v1.2,Surabaya,Web,Info,Firefox 108,Android 13,4416,86,48
2024-01-04 15:08:06,Connection Error,Invalid input format,user90,v1.1,Bandung,Android,Info,Firefox 108,macOS 13,4886,103,37
2024-01-04 15:52:47,Connection Error,Null pointer access,user19,v2.0,Jakarta,Android,Debug,Firefox 108,Windows 10,2206,97,43
2024-01-04 16:37:28,InvalidInputException,Invalid input format,user14,v1.0,Jakarta,Android,Info,Chrome 110,iOS 16,1509,39,37
2024-01-04 17:22:09,NullPointerException,Timeout while processing request,user56,v1.0,Bandung,Android,Debug,Firefox 108,macOS 13,3948,141,90
2024-01-04 18:06:50,Connection Error,Failed to connect to database,user18,v2.0,Jakarta,Android,Warning,Firefox 108,Windows 10,3320,149,31
2024-01-04 18:51:31,InvalidInputException,Null pointer access,user73,v1.1,Jakarta,iOS,Critical,Chrome 110,Android 13,2508,73,96
2024-01-04 19:36:12,Connection Error,Timeout while processing request,user1,v2.0,Bandung,Web,Info,Firefox 108,Linux,2827,37,82
2024-01-04 20:20:54,ResourceNotFoundException,Invalid input format,user35,v1.1,Medan,iOS,Info,Safari 16,iOS 16,347,112,86
2024-01-04 21:05:35,Connection Error,Null pointer access,user13,v1.2,Bandung,Web,Error,Chrome 110,Linux,4735,108,19
2024-01-04 21:50:16,ResourceNotFoundException,Resource not found,user80,v1.2,Surabaya,iOS,Fatal,Firefox 108,Windows 10,574,17,45
2024-01-04 22:34:57,ResourceNotFoundException,Resource not found,user95,v1.2,Jakarta,Android,Warning,Chrome 110,Android 13,951,34,87
2024-01-04 23:19:38,Connection Error,I/O error occurred,user98,v2.0,Surabaya,Android,Fatal,Firefox 108,Windows 10,1860,56,73
2024-01-05 00:04:19,ResourceNotFoundException,Failed to connect to database,user5,v2.0,Medan,Web,Fatal,Edge 109,iOS 16,1390,193,75
2024-01-05 00:49:00,Timeout Exception,Resource not found,user9,v1.1,Bandung,iOS,Critical,Firefox 108,macOS 13,3095,70,16
2024-01-05 01:33:41,Timeout Exception,Null pointer access,user48,v2.0,Jakarta,Android,Warning,Chrome 110,Android 13,2976,177,78
2024-01-05 02:18:22,InvalidInputException,Timeout while processing request,user35,v2.0,Bandung,Web,Debug,Chrome 110,iOS 16,2626,72,82
2024-01-05 03:03:03,IOException,Resource not found,user29,v1.0,Jakarta,Android,Debug,Chrome 110,Windows 10,1780,99,89
2024-01-05 03:47:44,InvalidInputException,Failed to connect to database,user77,v1.2,Makassar,Android,Error,Chrome 110,iOS 16,2604,160,20
2024-01-05 04:32:25,IOException,Timeout while processing request,user89,v1.0,Makassar,Web,Warning,Chrome 110,Android 13,1731,185,66
2024-01-05 05:17:07,Connection Error,Null pointer access,user22,v1.2,Bandung,Web,Error,Chrome 110,macOS 13,712,27,95
2024-01-05 06:01:48,Connection Error,Null pointer access,user75,v2.0,Jakarta,iOS,Debug,Safari 16,Android 13,3278,138,56
2024-01-05 06:46:29,Connection Error,Resource not found,user70,v1.2,Jakarta,iOS,Info,Chrome 110,iOS 16,1944,127,21
2024-01-05 07:31:10,IOException,Invalid input format,user75,v1.1,Makassar,Android,Info,Chrome 110,Windows 10,2433,138,31
2024-01-05 08:15:51,InvalidInputException,Timeout while processing request,user37,v1.0,Jakarta,Android,Info,Chrome 110,macOS 13,4738,112,26
2024-01-05 09:00:32,IOException,Resource not found,user53,v1.0,Makassar,iOS,Error,Firefox 108,Linux,3510,93,41
2024-01-05 09:45:13,InvalidInputException,I/O error occurred,user14,v1.2,Makassar,Android,Error,Chrome 110,Android 13,2161,36,26
2024-01-05 10:29:54,Connection Error,Failed to connect to database,user28,v1.0,Surabaya,Web,Error,Chrome 110,Android 13,2114,124,19
2024-01-05 11:14:35,NullPointerException,Timeout while processing request,user2,v1.1,Bandung,Android,Critical,Firefox 108,Windows 10,413,155,43
2024-01-05 11:59:16,NullPointerException,Timeout while processing request,user65,v2.0,Jakarta,Web,Error,Edge 109,Android 13,1148,34,41
2024-01-05 12:43:57,Connection Error,Resource not found,user91,v2.0,Makassar,Android,Error,Firefox 108,Android 13,3350,132,63
2024-01-05 13:28:38,NullPointerException,Null pointer access,user13,v2.0,Medan,Web,Info,Chrome 110,iOS 16,1477,68,48
2024-01-05 14:13:20,Connection Error,Timeout while processing request,user95,v2.0,Bandung,Android,Critical,Chrome 110,Windows 10,1413,30,47
2024-01-05 14:58:01,InvalidInputException,Failed to connect to database,user8,v1.2,Makassar,Android,Critical,Firefox 108,Windows 10,1078,99,23
2024-01-05 15:42:42,InvalidInputException,Null pointer access,user21,v1.1,Jakarta,iOS,Debug,Safari 16,iOS 16,4156,136,41
2024-01-05 16:27:23,NullPointerException,Failed to connect to database,user27,v1.2,Surabaya,iOS,Error,Chrome 110,Windows 10,3168,66,70
2024-01-05 17:12:04,NullPointerException,Timeout while processing request,user56,v2.0,Bandung,Android,Warning,Safari 16,Windows 10,3204,29,45
2024-01-05 17:56:45,Connection Error,Resource not found,user99,v1.2,Makassar,iOS,Debug,Chrome 110,macOS 13,2527,145,22
2024-01-05 18:41:26,ResourceNotFoundException,Timeout while processing request,user45,v1.0,Makassar,iOS,Info,Firefox 108,Windows 10,1098,34,40
2024-01-05 19:26:07,InvalidInputException,Null pointer access,user89,v1.0,Surabaya,Web,Warning,Safari 16,Windows 10,3746,19,38
2024-01-05 20:10:48,Connection Error,Resource not found,user30,v1.2,Surabaya,Web,Info,Edge 109,macOS 13,4126,55,55
2024-01-05 20:55:29,NullPointerException,Timeout while processing request,user97,v1.0,Surabaya,iOS,Debug,Firefox 108,Android 13,2080,69,98
2024-01-05 21:40:10,ResourceNotFoundException,Null pointer access,user94,v1.1,Makassar,Web,Fatal,Edge 109,macOS 13,1015,37,63
2024-01-05 22:24:51,ResourceNotFoundException,Failed to connect to database,user93,v1.2,Bandung,Android,Debug,Chrome 110,iOS 16,3241,92,85
2024-01-05 23:09:32,Connection Error,Failed to connect to database,user32,v1.2,Makassar,Web,Info,Firefox 108,Windows 10,2521,61,24
2024-01-05 23:54:14,Timeout Exception,Timeout while processing request,user80,v1.1,Makassar,Web,Fatal,Chrome 110,macOS 13,2313,85,66
2024-01-06 00:38:55,NullPointerException,Null pointer access,user66,v2.0,Jakarta,iOS,Warning,Firefox 108,iOS 16,3385,194,93
2024-01-06 01:23:36,Connection Error,Resource not found,user8,v1.0,Makassar,iOS,Critical,Firefox 108,iOS 16,2454,109,28
2024-01-06 02:08:17,NullPointerException,Failed to connect to database,user97,v1.2,Jakarta,Android,Info,Safari 16,macOS 13,3047,106,47
2024-01-06 02:52:58,Connection Error,Invalid input format,user79,v1.2,Medan,Android,Info,Safari 16,macOS 13,4919,194,89
2024-01-06 03:37:39,Connection Error,Timeout while processing request,user4,v1.1,Surabaya,iOS,Error,Firefox 108,iOS 16,3761,101,58
2024-01-06 04:22:20,NullPointerException,Failed to connect to database,user96,v1.2,Surabaya,Web,Info,Safari 16,Windows 10,900,155,42
2024-01-06 05:07:01,InvalidInputException,Resource not found,user22,v1.2,Bandung,Web,Error,Firefox 108,Linux,4021,147,48
2024-01-06 05:51:42,ResourceNotFoundException,Null pointer access,user88,v1.0,Makassar,Android,Critical,Chrome 110,Android 13,2848,120,77
2024-01-06 06:36:23,Connection Error,I/O error occurred,user73,v1.1,Bandung,Android,Critical,Chrome 110,iOS 16,919,14,14
2024-01-06 07:21:04,NullPointerException,Resource not found,user26,v2.0,Jakarta,Web,Debug,Safari 16,Linux,1821,141,89
2024-01-06 08:05:45,ResourceNotFoundException,Failed to connect to database,user54,v1.1,Bandung,Web,Fatal,Chrome 110,macOS 13,4638,87,97
2024-01-06 08:50:27,NullPointerException,Failed to connect to database,user49,v1.1,Medan,iOS,Error,Chrome 110,Windows 10,1481,74,18
2024-01-06 09:35:08,ResourceNotFoundException,I/O error occurred,user25,v1.1,Bandung,Web,Warning,Firefox 108,macOS 13,335,198,52
2024-01-06 10:19:49,Timeout Exception,Failed to connect to database,user19,v1.1,Jakarta,Web,Error,Firefox 108,Android 13,4086,141,19
2024-01-06 11:04:30,Connection Error,Invalid input format,user43,v1.0,Makassar,Android,Error,Chrome 110,Windows 10,2693,181,46
2024-01-06 11:49:11,InvalidInputException,Invalid input format,user43,v1.1,Medan,Web,Warning,Safari 16,macOS 13,1095,117,99
2024-01-06 12:33:52,Connection Error,I/O error occurred,user45,v1.1,Medan,iOS,Fatal,Firefox 108,iOS 16,2860,38,44
2024-01-06 13:18:33,InvalidInputException,Null pointer access,user84,v2.0,Makassar,Android,Debug,Safari 16,macOS 13,4304,145,92
2024-01-06 14:03:14,InvalidInputException,I/O error occurred,user40,v1.0,Bandung,Web,Error,Chrome 110,macOS 13,1579,34,45
2024-01-06 14:47:55,IOException,Timeout while processing request,user75,v1.1,Bandung,Web,Info,Edge 109,Windows 10,2205,106,16
2024-01-06 15:32:36,NullPointerException,Resource not found,user22,v2.0,Surabaya,Android,Fatal,Chrome 110,Windows 10,2583,54,12
2024-01-06 16:17:17,Connection Error,Resource not found,user97,v1.0,Surabaya,iOS,Warning,Safari 16,Windows 10,469,181,30
2024-01-06 17:01:58,NullPointerException,Timeout while processing request,user66,v1.0,Bandung,Web,Info,Safari 16,macOS 13,1840,61,97
2024-01-06 17:46:40,Connection Error,Failed to connect to database,user99,v2.0,Jakarta,iOS,Error,Chrome 110,iOS 16,2862,52,78
2024-01-06 18:31:21,NullPointerException,Timeout while processing request,user10,v1.0,Bandung,Android,Info,Edge 109,Android 13,4639,138,42
2024-01-06 19:16:02,NullPointerException,Failed to connect to database,user98,v1.1,Jakarta,Web,Info,Chrome 110,Windows 10,4915,138,13
2024-01-06 20:00:43,Connection Error,Timeout while processing request,user21,v1.0,Bandung,iOS,Critical,Chrome 110,Linux,3268,24,86
2024-01-06 20:45:24,Connection Error,Resource not found,user15,v2.0,Jakarta,Web,Error,Safari 16,Android 13,4826,79,34
2024-01-06 21:30:05,InvalidInputException,Resource not found,user59,v1.2,Medan,Android,Fatal,Safari 16,Windows 10,4824,128,64
2024-01-06 22:14:46,NullPointerException,I/O error occurred,user64,v1.0,Jakarta,Web,Debug,Chrome 110,iOS 16,4322,25,19
2024-01-06 22:59:27,Connection Error,Invalid input format,user77,v1.1,Jakarta,Web,Fatal,Chrome 110,Windows 10,2465,157,56
2024-01-06 23:44:08,NullPointerException,Resource not found,user24,v1.2,Makassar,iOS,Debug,Chrome 110,Windows 10,928,108,33
2024-01-07 00:28:49,ResourceNotFoundException,Null pointer access,user75,v1.2,Surabaya,Web,Fatal,Firefox 108,macOS 13,4753,52,27
2024-01-07 01:13:30,Connection Error,Invalid input format,user22,v1.1,Jakarta,Web,Debug,Firefox 108,Android 13,4133,31,10
2024-01-07 01:58:11,Connection Error,I/O error occurred,user28,v1.1,Surabaya,Android,Warning,Firefox 108,macOS 13,2899,13,11
2024-01-07 02:42:52,Timeout Exception,I/O error occurred,user7,v1.1,Medan,iOS,Warning,Chrome 110,Windows 10,2232,177,11
2024-01-07 03:27:34,NullPointerException,Null pointer access,user57,v1.0,Makassar,Web,Info,Firefox 108,iOS 16,3918,45,42
2024-01-07 04:12:15,ResourceNotFoundException,Failed to connect to database,user28,v1.2,Bandung,Android,Warning,Firefox 108,Windows 10,2775,53,63
2024-01-07 04:56:56,IOException,Null pointer access,user73,v1.2,Bandung,iOS,Error,Edge 109,macOS 13,3139,137,47
2024-01-07 05:41:37,Connection Error,Failed to connect to database,user49,v2.0,Bandung,iOS,Debug,Chrome 110,Android 13,764,198,76
2024-01-07 06:26:18,Connection Error,Invalid input format,user41,v2.0,Bandung,Android,Info,Chrome 110,macOS 13,1972,196,59
2024-01-07 07:10:59,Connection Error,Null pointer access,user41,v1.1,Surabaya,iOS,Info,Chrome 110,macOS 13,3002,189,43
